filename,label,label_str
00001.jpg,0,fake
00002.jpg,0,fake
00003.jpg,0,fake
00004.jpg,0,fake
00005.jpg,0,fake
00006.jpg,0,fake
00007.jpg,0,fake
00008.jpg,0,fake
00009.jpg,0,fake
00010.jpg,0,fake
00011.jpg,0,fake
00012.jpg,0,fake
00013.jpg,0,fake
00014.jpg,0,fake
00015.jpg,0,fake
00016.jpg,0,fake
00017.jpg,0,fake
00018.jpg,0,fake
00019.jpg,0,fake
00020.jpg,0,fake
00021.jpg,0,fake
00022.jpg,0,fake
00023.jpg,0,fake
00024.jpg,0,fake
00025.jpg,0,fake
00026.jpg,0,fake
00027.jpg,0,fake
00028.jpg,0,fake
00029.jpg,0,fake
00030.jpg,0,fake
00031.jpg,0,fake
00032.jpg,0,fake
00033.jpg,0,fake
00034.jpg,0,fake
00035.jpg,0,fake
00036.jpg,0,fake
00037.jpg,0,fake
00038.jpg,0,fake
00039.jpg,0,fake
00040.jpg,0,fake
00041.jpg,0,fake
00042.jpg,0,fake
00043.jpg,0,fake
00044.jpg,0,fake
00045.jpg,0,fake
00046.jpg,0,fake
00047.jpg,0,fake
00048.jpg,0,fake
00049.jpg,0,fake
00050.jpg,0,fake
00051.jpg,0,fake
00052.jpg,0,fake
00053.jpg,0,fake
00054.jpg,0,fake
00055.jpg,0,fake
00056.jpg,0,fake
00057.jpg,0,fake
00058.jpg,0,fake
00059.jpg,0,fake
00060.jpg,0,fake
00061.jpg,0,fake
00062.jpg,0,fake
00063.jpg,0,fake
00064.jpg,0,fake
00065.jpg,0,fake
00066.jpg,0,fake
00067.jpg,0,fake
00068.jpg,0,fake
00069.jpg,0,fake
00070.jpg,0,fake
00071.jpg,0,fake
00072.jpg,0,fake
00073.jpg,0,fake
00074.jpg,0,fake
00075.jpg,0,fake
00076.jpg,0,fake
00077.jpg,0,fake
00078.jpg,0,fake
00079.jpg,0,fake
00080.jpg,0,fake
00081.jpg,0,fake
00082.jpg,0,fake
00083.jpg,0,fake
00084.jpg,0,fake
00085.jpg,0,fake
00086.jpg,0,fake
00087.jpg,0,fake
00088.jpg,0,fake
00089.jpg,0,fake
00090.jpg,0,fake
00091.jpg,0,fake
00092.jpg,0,fake
00093.jpg,0,fake
00094.jpg,0,fake
00095.jpg,0,fake
00096.jpg,0,fake
00097.jpg,0,fake
00098.jpg,0,fake
00099.jpg,0,fake
00100.jpg,0,fake
00101.jpg,0,fake
00102.jpg,0,fake
00103.jpg,0,fake
00104.jpg,0,fake
00105.jpg,0,fake
00106.jpg,0,fake
00107.jpg,0,fake
00108.jpg,0,fake
00109.jpg,0,fake
00110.jpg,0,fake
00111.jpg,0,fake
00112.jpg,0,fake
00113.jpg,0,fake
00114.jpg,0,fake
00115.jpg,0,fake
00116.jpg,0,fake
00117.jpg,0,fake
00118.jpg,0,fake
00119.jpg,0,fake
00120.jpg,0,fake
00121.jpg,0,fake
00122.jpg,0,fake
00123.jpg,0,fake
00124.jpg,0,fake
00125.jpg,0,fake
00126.jpg,0,fake
00127.jpg,0,fake
00128.jpg,0,fake
00129.jpg,0,fake
00130.jpg,0,fake
00131.jpg,0,fake
00132.jpg,0,fake
