filename,prediction,true_label,confidence,attention_jaw,attention_eyebrows,attention_nose,attention_eyes,attention_mouth,attention_forehead
03001.jpg,1,0,0.5007485151290894,0,1,1,1,1,0
03002.jpg,1,0,0.5007559657096863,1,1,0,1,0,1
03003.jpg,1,0,0.5007233619689941,1,1,1,1,1,1
03004.jpg,1,0,0.5007910132408142,0,1,1,1,0,1
03005.jpg,1,0,0.5007537007331848,0,0,0,0,1,1
03006.jpg,1,0,0.5008178353309631,0,1,1,0,1,1
03007.jpg,1,0,0.500805139541626,1,1,1,1,1,1
03008.jpg,1,0,0.500784695148468,0,0,0,0,0,0
03009.jpg,1,0,0.500800609588623,0,0,0,0,0,0
03010.jpg,1,0,0.5007545351982117,0,0,0,0,0,0
03011.jpg,1,0,0.500779926776886,0,1,0,1,1,0
03012.jpg,1,0,0.5008277893066406,0,1,1,1,1,1
03013.jpg,1,0,0.5008000731468201,0,1,1,1,0,0
03014.jpg,1,0,0.5008037090301514,1,1,1,1,1,1
03015.jpg,1,0,0.5008214712142944,0,0,0,0,0,1
03016.jpg,1,0,0.5008056163787842,0,1,0,1,0,0
03017.jpg,1,0,0.5007417798042297,0,1,0,1,1,0
03018.jpg,1,0,0.5007811784744263,0,1,1,1,1,1
03019.jpg,1,0,0.5008096098899841,0,1,1,1,0,1
03020.jpg,1,0,0.5007829666137695,0,1,1,1,1,1
03021.jpg,1,0,0.5008145570755005,1,1,1,1,1,1
03022.jpg,1,0,0.500826895236969,0,1,0,1,1,1
03023.jpg,1,0,0.5007432699203491,1,1,1,1,1,1
03024.jpg,1,0,0.500802218914032,1,1,0,1,0,1
03025.jpg,1,0,0.50076824426651,1,1,0,0,0,1
03026.jpg,1,0,0.5007856488227844,1,1,1,1,1,1
03027.jpg,1,0,0.5007994771003723,0,0,0,0,0,0
03028.jpg,1,0,0.500789225101471,0,1,1,1,0,0
03029.jpg,1,0,0.5007756352424622,0,1,0,1,0,1
03030.jpg,1,0,0.5007655024528503,1,1,0,0,1,1
03031.jpg,1,0,0.5007866621017456,1,0,0,1,0,1
03032.jpg,1,0,0.5007389187812805,1,1,0,0,0,1
03033.jpg,1,0,0.5007433891296387,1,1,0,1,1,1
03034.jpg,1,0,0.5007399320602417,0,1,1,1,0,1
03035.jpg,1,0,0.5007644891738892,0,1,1,1,0,1
03036.jpg,1,0,0.5008054971694946,0,1,1,1,0,1
03037.jpg,1,0,0.5007160902023315,0,1,1,1,1,1
03038.jpg,1,0,0.5007779002189636,1,0,0,0,1,1
03039.jpg,1,0,0.5007965564727783,0,1,1,1,0,1
03040.jpg,1,0,0.5008041262626648,0,1,0,1,1,1
03041.jpg,1,0,0.5007823705673218,0,1,1,1,1,1
03042.jpg,1,0,0.5007924437522888,0,0,0,0,0,0
03043.jpg,1,0,0.5007789731025696,1,1,1,1,1,1
03044.jpg,1,0,0.5007956624031067,1,1,1,1,1,1
03045.jpg,1,0,0.500773012638092,0,0,0,0,0,0
03046.jpg,1,0,0.5007782578468323,0,1,0,1,0,0
03047.jpg,1,0,0.5007970333099365,0,1,1,1,1,0
03048.jpg,1,0,0.5008003115653992,1,1,1,1,1,1
03049.jpg,1,0,0.500789225101471,0,1,1,1,0,1
03050.jpg,1,0,0.5008174180984497,0,1,1,1,1,0
