filename,prediction,true_label,confidence,attention_jaw,attention_eyebrows,attention_nose,attention_eyes,attention_mouth,attention_forehead
03001.png,0,0,0.5037596821784973,0,0,0,0,0,0
03002.png,0,0,0.5037735402584076,0,0,0,0,0,0
03003.png,0,0,0.5037800669670105,1,1,1,1,1,1
03004.png,0,0,0.5037513971328735,1,1,1,1,1,1
03005.png,0,0,0.5037778913974762,1,1,0,1,1,1
03006.png,0,0,0.5037833452224731,0,0,0,0,0,0
03007.png,0,0,0.503775954246521,0,0,0,0,0,0
03008.png,0,0,0.5037509500980377,1,1,1,1,1,1
03009.png,0,0,0.5037557482719421,1,1,1,1,1,1
03010.png,0,0,0.5037735998630524,1,1,1,1,1,1
03011.png,0,0,0.5037831664085388,0,0,0,0,0,0
03012.png,0,0,0.5037821829319,0,0,0,0,0,0
03013.png,0,0,0.5037763714790344,1,1,1,1,1,1
03014.png,0,0,0.5037684440612793,1,1,1,1,1,1
03015.png,0,0,0.503764271736145,0,0,0,0,0,0
03016.png,0,0,0.503742903470993,0,0,0,0,0,0
03017.png,0,0,0.50374636054039,1,1,1,1,1,1
03018.png,0,0,0.5038014352321625,0,0,0,0,0,0
03019.png,0,0,0.5038190484046936,1,1,1,1,1,1
03020.png,0,0,0.5037755966186523,0,1,1,1,1,1
03021.png,0,0,0.5037698447704315,1,1,1,1,1,1
03022.png,0,0,0.503772497177124,1,0,0,0,1,1
03023.png,0,0,0.503766804933548,0,0,0,0,0,0
03024.png,0,0,0.5037675499916077,1,0,0,0,1,0
03025.png,0,0,0.5037681460380554,0,0,0,0,0,0
03026.png,0,0,0.5037744343280792,0,0,0,0,0,0
03027.png,0,0,0.503755509853363,0,0,0,0,0,0
03028.png,0,0,0.5037485361099243,0,0,0,0,0,0
03029.png,0,0,0.5037769973278046,1,1,1,1,1,1
03030.png,0,0,0.5037774741649628,0,0,0,0,0,0
03031.png,0,0,0.503758579492569,0,0,0,0,0,0
03032.png,0,0,0.5038145780563354,0,0,0,0,0,0
03033.png,0,0,0.5037809908390045,0,0,0,0,0,0
03034.png,0,0,0.5037989616394043,0,0,0,0,0,0
03035.png,0,0,0.5037866234779358,1,0,1,0,0,1
03036.png,0,0,0.5037771165370941,1,0,0,0,1,1
03037.png,0,0,0.5037535130977631,0,0,0,0,0,0
03038.png,0,0,0.5037823021411896,1,1,1,1,1,1
03039.png,0,0,0.5037645697593689,1,1,1,1,1,1
03040.png,0,0,0.5037612617015839,1,1,1,1,1,1
03041.png,0,0,0.503753274679184,0,0,0,0,0,0
03042.png,0,0,0.5037361979484558,1,1,0,1,1,1
03043.png,0,0,0.503758579492569,1,1,1,1,1,1
03044.png,0,0,0.5037876963615417,0,0,0,0,0,0
03045.png,0,0,0.5037485957145691,1,0,0,0,0,1
03046.png,0,0,0.5037415325641632,0,0,0,0,0,0
03047.png,0,0,0.5037637948989868,0,0,0,0,0,0
03048.png,0,0,0.503754585981369,0,0,0,0,0,0
03049.png,0,0,0.503758043050766,0,0,0,0,0,0
03050.png,0,0,0.5037490129470825,1,1,1,1,1,1
